Username,Followers,Score_tag,Tweet
aimee_monk,9,P,"""RT @JoeLazauskas: Tyrion Lannister is a content marketing thought leader now https://t.co/jk7K7FXIlB"""
KKOLOMBE,42,P+,"""RT @LeeDawsonPT: Still the best thing to come out of 8 seasons of Game Of Thrones https://t.co/tvQekOXSrF"""
Minorello7,1657,N+,"""Marquei como visto Game of Thrones - 1x4 - Cripples, Bastards, and Broken Things https://t.co/ZyWhNQMGGZ #bancodeseries"""
TheXenochrist,128,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
CZaneH,788,P,"""@Mechazawa game of thrones had a dragon open its wings behind a character and some people realized photography involves choices"""
shienaken,127,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
The_AyeniPaul,815,NONE,"""RT @HenRay_DS: How much come be Drogon? https://t.co/b2j44AaOhL"""
Stratos_SSSS,106,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Qoeqaine,2149,NONE,"""RT @ClinicallyLuxe: The search bar. https://t.co/YXC4PdIinD"""
kelseysimonne,152,NONE,"""RT @Beavs: Graphic designer.... https://t.co/IsV89t64te"""
MarineMbrn,430,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
BibiSakira,386,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
MrNailsin,2277,NONE,"""The Nailsin Ratings: The End Of Game Of Thrones https://t.co/LqrGa983am via @YouTube #GameOfThrones"""
marinblw,144,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
MrsJordanCooper,64,NONE,"""RT @mejo0180: Me after Game of Thrones ends #GameOfThronesFinale https://t.co/x7LG8x6CGL"""
ShaileSHinde,1356,P,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
TobiKay__,567,NONE,"""RT @HenRay_DS: How much come be Drogon? https://t.co/b2j44AaOhL"""
ofom313,130,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
asherperlman,5328,NONE,"""@PeterKelly25 Not a bit: Chernobyl ends with Ukraine being ruled by Bran the Broken"""
melythemac,498,P,"""Good. people need to get over themselves. ""Sophie Turner slams fan petition to remake Game of Thrones Season 8""  https://t.co/MuL4cB8hk1"""
DantePD,890,P+,"""RT @Nash076: He ain't never finishing them damn books. https://t.co/lGea73KYAz"""
trizzy6161,305,NONE,"""RT @SwaggerSouls: me when my mom buys cereal https://t.co/pXHmVVmsgH"""
ty_woodson,251,N+,"""Since the finale was ass maybe this will lift your spirits  https://t.co/2wLWo8hMhc"""
catlrb,182,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
CassChen_,483,N+,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
boujiebinch,261,P,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
bitchvaporub,53,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
enthusiasm85,1118,N+,"""Fucking same"""
Val_LivinSwell,229,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Siya_bu,1239,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
nadinematos12,313,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
devonnedear,3235,P,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
nickeloden1497,852,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
merlsweetness,1462,NONE,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
lebounboun,340,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Sabk_22,78,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Ubiracyneto,1162,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
_titilayo_,883,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
grey603,1268,P,"""Good lord yes."""
griffboyle,258,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Penumbrara,13,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
RaulJaiman,218,P,"""RT @uItramaIfoy: daenerys, missandei, and jorah reuniting in heaven tonight https://t.co/zImnYg39dl"""
vgnrj,479,NONE,"""RT @themindcircle: George R.R. Martin Says Ending In Books Will Be Different From Series https://t.co/RgK3JPLdia"""
kithoerington,2272,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
Siva_Seev,137,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
priceisright53,487,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
_milena_db,18,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
JuneKimberly4,0,N,"""How about that shocking Game of Thrones ending last night?"""
ahatina_love,138,NONE,"""RT @JArnoldTAMU85: Generally two schools of thought on the finale of Game of Thrones https://t.co/eGLKydo04p"""
D_McGee702,209,NONE,"""Never watched 1 episode!!"""
stefvillaL,1248,N,"""RT @sansascstark: sansa stark's abusers all dead and her thriving as queen, all that matters to me. https://t.co/CMUQq05ywY"""
thesoundw,11479,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
becaramalia,952,N+,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
avikushwha,83,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
ShanePage_,243,P,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
amobienamobile1,387,N,"""RT @DavidAlberti: Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/bjBnhSZMnq"""
Outrage_Amazon,547,P,"""RT @marianaavilal: The true MVPs of Game of Thrones: Michele Clapton (costume designer) &amp; Ramin Djawadi (composer) https://t.co/OQFTSY8xzS"""
srsly_kay,1286,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
_sawhitney,177,P,"""RT @idkkkayla: it's true and she should say it https://t.co/4TgQIpXE17"""
shipperjl,1622,P,"""RT @uItramaIfoy: daenerys, missandei, and jorah reuniting in heaven tonight https://t.co/zImnYg39dl"""
MoldyDolphin,49,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Brian_Pilgrim40,360,N,"""Broke people that can't afford HBO be like"""
Elise_Whitaker,1459,N,"""RT @YouKnowLydia: Tyrion: Bran knew he would never walk again, so he learned to fly

Meera Reed: https://t.co/f7kqgscBc6"""
yousefRZI,78,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
thisisllol,477,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
AshleeDima,136,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
HildaLAskar,295,P,"""RT @uItramaIfoy: daenerys, missandei, and jorah reuniting in heaven tonight https://t.co/zImnYg39dl"""
olivia_benanti,1494,NONE,"""Why is Sansa me"""
driedcotton,7,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
atxlegend14,213,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
xkwrightx,200,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
JChevs3,693,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
itsinfiresman_,1862,P,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
maia_bzz,183,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
coss_jason,224,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Andyb07official,128,NONE,"""RT @paddypower: Game Of Thrones has finished. So it's only right we made a Fan Denial on the finale! https://t.co/vGn8Dsahg6"""
Nann_ette,1372,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
magic_diego33,364,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
meemalee,11232,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
royalbluegaloo,18,NONE,"""RT @SwaggerSouls: me when my mom buys cereal https://t.co/pXHmVVmsgH"""
lyubobatsiev,0,P,"""RT @NimalSamarasek1: Most stunning shot from all of Game of Thrones .
#GameOfThonesFinale https://t.co/89mNKdwRmN"""
pjmxharry,1638,NONE,"""RT @chromekook: Run episode 72 had more plot twists than game of thrones"""
Mestyyy,535,P,"""RT @markhoppus: Sansa won the popular vote but Bran had the electoral college."""
itsemcam,42,P,"""Game of Thrones theme song on guitars. This is better than the ending. https://t.co/XlBHLdcH1p"""
DJH1981,647,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
noiserawker,2076,NEU,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
BrentyBoySmith,103,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
angrbodas,79,P,"""RT @ladyadorabeezle: Arya..... Thanks to the cast and crew of GOT for the beautiful work! #GameOfThones https://t.co/yUJCnalu91"""
drdoback13,318,NONE,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
amobienamobile1,387,N,"""RT @jackmurphylive: Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/uHpFzKS7kH"""
AyePryl,325,P,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
LukeVParon,609,NONE,"""RT @rianjohnson: GUYS https://t.co/xGvp3cwP3a"""
Lucas_T39,22,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
Julie_Garniier,887,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
sogalitno,215,N,"""21 details you might have missed on the final episode of 'Game of Thrones' https://t.co/hry62rrssg via @thisisinsider"""
bergie310,80,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
dezolationrow,1843,N,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
Iunmotivate,2116,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Clarahammel56,174,N+,"""the more I think about the ending of game of thrones the angrier I get"""
rainbowIuigi,228,NONE,"""RT @sansastcrk: sansa stark being crowned queen in the north, oil on canvas, artist: god. https://t.co/03YdsiI0Wy"""
jimbok2101,27,NONE,"""RT @Beavs: Graphic designer.... https://t.co/IsV89t64te"""
Constan37068115,0,N,"""How about that shocking Game of Thrones ending last night?"""
OGRishieRish,12,NONE,"""RT @Yamuva_: Dracarys https://t.co/Hi4BjMU06C"""
babysnitchery,129102,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
And_My_Beard,66,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
bloody_anto,854,N,"""RT @danytargyryen: this shot of the targaryen flag gave me my rights https://t.co/BYFKRaHDlP"""
SantiMFonseca,616,NONE,"""RT @sansastcrk: sansa stark being crowned queen in the north, oil on canvas, artist: god. https://t.co/03YdsiI0Wy"""
luchooo14,903,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
GOODJORDAN_,610,NONE,"""Ive never seen an episode of Game lf Thrones. That might change tonight"""
XmaxPlays,5,N,"""@Yellowjacket1 @HBO HBO wanted 10 seasons, blame D&amp;D if someone at all. Chernobyl is amazing, go and watch."""
PeliEchavarria,654,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
NatCampbell12,178,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Lil___chano,467,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
Bearchristensen,1233,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
IbuOnBond,17,N+,"""RT @FeitsBarstool: Did we just watch Drogon comprehend how power corrupts and break the wheel himself?"""
imaan__j,966,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
RachPies,50,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
RuiCorreiaSSS,70,P,"""RT @insoniascarvao: i'm ready, @HBO 
#GameOfThronesFinale #GameOfThrones #Arya https://t.co/rYH3gHRta8"""
tomaraishwarya,178,P,"""RT @NeverlandFacts: Now here is something useful. Pass it along. https://t.co/o5KUmTTiId via @lifehacker"""
Hilzz_i,1320,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
CostumeCinemato,700,P+,"""@AysunKu It's really beautiful. Do you think Sansa made it for Bran?"""
MaddieLyons21,251,N+,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
nomssx,549,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
FLStyle,693,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
AndrewRepetski,363,P,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
salgossssse,13,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
NimoNicky,87,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
reginazcorona,1368,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
conradbeckham,1660,NEU,"""@affansayed1 Rubbish. Danny would next go for Sansa"""
peytonchandler_,557,NONE,"""RT @youresoartdeco: ARYA STARK &gt; CHRISTOPHER COLUMBUS"""
jojobaipo,242,N+,"""RT @IsaacWalex: ""Jon Snow is Aegon Targaryen"" is the most pointless historical fact ever"""
Dcatspam,60,P,"""@HBO icarly igoodbye, is a better ending to a tv show than Game of thrones. 
#icarly #gameofthrones"""
stwnes,1477,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
TKONE17,130,N,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
fadinglu,264,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
magraciamedinaf,628,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Yemicita_,926,P,"""Thank you, where do I accept my award..."""
asahhhlexi,654,NONE,"""RT @ailejandra18: Daenerys being carried away by Drogon https://t.co/uQkjcyEMWf"""
bamabeckygirl,20788,N,"""RT @JackPosobiec: I guess Jon Snow thought slay queen was a suggestion instead of just a hashtag. Oops!
https://t.co/D03hQnSZKJ"""
Lissa_Bee90,39,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
UdayanMalaviya,273,P,"""RT @uItramaIfoy: daenerys, missandei, and jorah reuniting in heaven tonight https://t.co/zImnYg39dl"""
mirool_18,623,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
clairedolan98,71,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
